path,finding_domains,layer,context,classification_confidence,overall_change_likelihood,pii_matches,pqc_findings,dependency_reference_count,dependency_packages,dependency_categories,likely_change_target,recommended_change_action,complexity_rating,complexity_score,pqc_complexity_rating,pqc_complexity_score,notes
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\AwsS3AsymmetricEncryptionClient.java,pqc,backend,backend,0.95,high,0,16,7,com.amazonaws.services.s3.AmazonS3Encryption | com.amazonaws.services.s3.AmazonS3EncryptionClientBuilder | com.amazonaws.services.s3.model.EncryptionMaterials | com.amazonaws.services.s3.model.StaticEncryptionMaterialsProvider | java.security.KeyPair | java.security.KeyPairGenerator | java.security.spec.X509EncodedKeySpec,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,89.0,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\AwsS3KmsEncryptionClient.java,pqc,backend,backend,0.95,high,0,17,6,com.amazonaws.services.kms.AWSKMS | com.amazonaws.services.kms.AWSKMSClientBuilder | com.amazonaws.services.kms.model.CreateKeyResult | com.amazonaws.services.s3.AmazonS3Encryption | com.amazonaws.services.s3.AmazonS3EncryptionClientBuilder | com.amazonaws.services.s3.model.KMSEncryptionMaterialsProvider,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,85.0,Dependency enrichment found 6 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\AwsSecretsManagerTlsMaterialLoader.java,pqc,backend,backend,0.95,high,0,13,4,AwsSecretsManagerTlsMaterialLoader | com.amazonaws.services.secretsmanager.AWSSecretsManager | com.amazonaws.services.secretsmanager.AWSSecretsManagerClientBuilder | com.amazonaws.services.secretsmanager.model.GetSecretValueRequest,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,70.0,Dependency enrichment found 4 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\AzureKeyVaultCryptoClient.java,pqc,backend,backend,0.9,high,0,22,8,AzureKeyVaultCryptoClient | com.microsoft.azure.keyvault.KeyVaultClient | com.microsoft.azure.keyvault.KeyVaultClientService | com.microsoft.azure.keyvault.KeyVaultConfiguration | com.microsoft.azure.keyvault.authentication.KeyVaultCredentials | com.microsoft.azure.keyvault.models.KeyOperationResult | com.microsoft.azure.keyvault.webkey.JsonWebKeyEncryptionAlgorithm | com.microsoft.windowsazure.Configuration,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,112.5,Dependency enrichment found 7 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\BouncyCastleKeystoreService.java,pqc,backend,backend,0.95,high,0,18,8,BouncyCastleKeystoreService | java.io.FileInputStream | java.security.KeyStore | java.security.Security | java.security.cert.CertificateFactory | java.security.cert.X509Certificate | org.bouncycastle.jce.provider.BouncyCastleProvider | org.springframework.stereotype.Service,CERTIFICATE_USAGE | CODE_SIGNING,True,review_pqc_dependency_and_kms,,,high,97.0,Dependency enrichment found 4 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\CadpCipherTrustMigrationShowcase.java,pqc,backend,backend,0.7,high,0,62,24,/v1/protect | /v1/reveal | CadpCipherTrustMigrationShowcase | com.centralmanagement.CentralManagementProvider | com.centralmanagement.CipherTextData | com.centralmanagement.RegisterClientParameters | com.centralmanagement.policy.CryptoManager | com.ingrian.security.nae.NAEKey | com.ingrian.security.nae.NAESession | java.io.FileInputStream | java.security.KeyStore | java.security.Security | java.security.cert.CertificateFactory | java.security.cert.X509Certificate | javax.crypto.Cipher | javax.crypto.spec.IvParameterSpec | org.bouncycastle.cms.CMSAlgorithm | org.bouncycastle.cms.CMSEnvelopedDataGenerator | org.bouncycastle.cms.CMSProcessableByteArray | org.bouncycastle.cms.CMSTypedData | org.bouncycastle.cms.jcajce.JceCMSContentEncryptorBuilder | org.bouncycastle.cms.jcajce.JceKeyTransRecipientInfoGenerator | org.bouncycastle.jce.provider.BouncyCastleProvider | org.bouncycastle.operator.OutputEncryptor,CERTIFICATE_USAGE | CODE_SIGNING | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_application_signing,,,high,311.5,Dependency enrichment found 19 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\CipherTrustManagerHelper.java,pqc,backend,backend,0.7,high,0,41,17,/api/v1/crypto/decrypt | /api/v1/crypto/encrypt | /api/v1/crypto/mac | /api/v1/crypto/macv | /api/v1/crypto/sign | /api/v1/crypto/signv | /api/v1/vault/keys2/ | CipherTrustManagerHelper | com.jayway.jsonpath.JsonPath | java.io.FileInputStream | java.io.IOException | java.security.KeyStore | java.util.Base64 | javax.net.ssl.SSLContext | javax.net.ssl.TrustManager | javax.net.ssl.TrustManagerFactory | javax.net.ssl.X509TrustManager,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_application_signing,,,high,211.5,Dependency enrichment found 12 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\CipherTrustRestProtectionService.java,pqc,backend,backend,0.95,high,0,36,3,CipherTrustRestProtectionService | com.thales.cm.rest.cmhelper.CipherTrustManagerHelper | org.springframework.stereotype.Service,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_protocol_stack,,,high,185.0,Dependency enrichment found 2 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\GcpCloudHsmKeyTemplateService.java,pqc,backend,backend,0.95,high,0,17,7,GcpCloudHsmKeyTemplateService | com.google.cloud.kms.v1.CreateCryptoKeyRequest | com.google.cloud.kms.v1.CryptoKey | com.google.cloud.kms.v1.CryptoKeyVersionTemplate | com.google.cloud.kms.v1.KeyManagementServiceClient | com.google.cloud.kms.v1.KeyRingName | com.google.cloud.kms.v1.ProtectionLevel,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,82.5,Dependency enrichment found 7 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\GcpCloudKmsEnvelopeService.java,pqc,backend,backend,0.95,high,0,15,7,com.google.cloud.kms.v1.CryptoKeyName | com.google.cloud.kms.v1.DecryptRequest | com.google.cloud.kms.v1.DecryptResponse | com.google.cloud.kms.v1.EncryptRequest | com.google.cloud.kms.v1.EncryptResponse | com.google.cloud.kms.v1.KeyManagementServiceClient | com.google.protobuf.ByteString,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,80.5,Dependency enrichment found 6 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaHqcKemFallbackService.java,pqc,backend,backend,0.8,high,0,4,4,com.safenetinc.luna.provider.LunaProvider | java.security.KeyPairGenerator | java.security.Security | javax.crypto.KeyAgreement,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,26.5,Dependency enrichment found 1 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaJsseClientFactory.java,pqc,backend,backend,0.7,high,0,20,8,com.safenetinc.luna.provider.LunaProvider | java.io.ByteArrayInputStream | java.nio.charset.StandardCharsets | java.security.KeyStore | java.security.Security | javax.net.ssl.KeyManagerFactory | javax.net.ssl.SSLContext | javax.net.ssl.TrustManagerFactory,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_protocol_stack,,,high,109.5,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaKeystoreService.java,pqc,backend,backend,0.8,high,0,12,6,LunaKeystoreService | com.safenetinc.luna.provider.LunaProvider | java.io.ByteArrayInputStream | java.nio.charset.StandardCharsets | java.security.KeyStore | java.security.Security,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,67.5,Dependency enrichment found 3 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaPqcKemSessionFactory.java,pqc,backend,backend,0.7,high,0,6,4,com.safenetinc.luna.provider.LunaProvider | java.security.KeyPairGenerator | java.security.Security | javax.crypto.KeyAgreement,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,33.0,Dependency enrichment found 1 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaPqcSignatureService.java,pqc,backend,backend,0.8,high,0,5,4,com.safenetinc.luna.provider.LunaProvider | java.security.KeyPairGenerator | java.security.Security | java.security.Signature,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,31.0,Dependency enrichment found 1 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaPqcTlsContextFactory.java,pqc,backend,backend,0.7,high,0,22,9,com.safenetinc.luna.provider.LunaProvider | java.io.ByteArrayInputStream | java.nio.charset.StandardCharsets | java.security.KeyStore | java.security.Security | javax.net.ssl.KeyManagerFactory | javax.net.ssl.SSLContext | javax.net.ssl.SSLParameters | javax.net.ssl.TrustManagerFactory,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_protocol_stack,,,high,121.0,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaSlotLoginManager.java,pqc,backend,backend,0.7,medium,0,1,1,com.safenetinc.luna.LunaSlotManager,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,medium,8.5,Dependency enrichment found 1 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleGoldenGateCipherTrustKeyProvider.java,pqc,backend,backend,0.7,high,0,12,5,OracleGoldenGateCipherTrustKeyProvider | com.ingrian.security.nae.IngrianProvider | com.ingrian.security.nae.NAEKey | com.ingrian.security.nae.NAESession | java.security.Security,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,60.0,Dependency enrichment found 4 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleOciCertificatesAuthorityService.java,pqc,backend,backend,0.8,high,0,31,6,com.oracle.bmc.certificatesmanagement.CertificatesManagementClient | com.oracle.bmc.certificatesmanagement.model.CreateCertificateAuthorityDetails | com.oracle.bmc.certificatesmanagement.model.CreateCertificateDetails | com.oracle.bmc.certificatesmanagement.requests.CreateCertificateAuthorityRequest | com.oracle.bmc.certificatesmanagement.requests.CreateCertificateRequest | com.oracle.bmc.certificatesmanagement.requests.GetCertificateAuthorityRequest,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,158.0,Dependency enrichment found 6 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleOciCertificatesBundleClient.java,pqc,backend,backend,0.7,high,0,10,3,com.oracle.bmc.certificates.CertificatesClient | com.oracle.bmc.certificates.requests.GetCaBundleRequest | com.oracle.bmc.certificates.requests.GetCertificateAuthorityBundleRequest,CERTIFICATE_USAGE,True,review_pqc_certificate_lifecycle,,,high,56.0,Dependency enrichment found 3 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleOciVaultKmsClient.java,pqc,backend,backend,0.7,high,0,13,7,OracleOciVaultKmsClient | com.oracle.bmc.keymanagement.KmsCryptoClient | com.oracle.bmc.keymanagement.KmsManagementClient | com.oracle.bmc.keymanagement.model.KeyShape | com.oracle.bmc.keymanagement.requests.DecryptRequest | com.oracle.bmc.keymanagement.requests.EncryptRequest | com.oracle.bmc.vault.VaultsClient,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,67.0,Dependency enrichment found 7 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleOciVaultSecretClient.java,pqc,backend,backend,0.7,high,0,19,5,OracleOciVaultSecretClient | com.oracle.bmc.vault.VaultsClient | com.oracle.bmc.vault.model.CreateSecretDetails | com.oracle.bmc.vault.requests.CreateSecretRequest | com.oracle.bmc.vault.requests.GetSecretRequest,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,99.5,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleWalletSecretStoreLoader.java,pqc,backend,backend,0.7,high,0,15,3,OracleWalletSecretStoreLoader | oracle.security.pki.OracleSecretStore | oracle.security.pki.OracleWallet,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,81.5,Dependency enrichment found 3 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\PqcWatchlistLabService.java,pqc,backend,backend,0.8,high,0,3,0,,,True,review_pqc_dependency_and_kms,,,high,17.5,
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ProtegrityApplicationProtectorService.java,pqc,backend,backend,0.95,high,0,10,1,ProtegrityApplicationProtectorService,CODE_SIGNING | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,53.0,Dependency enrichment found 1 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesCadpPkcs11Signer.java,pqc,backend,backend,0.7,high,0,20,11,ThalesCadpPkcs11Signer | java.io.ByteArrayInputStream | java.nio.charset.StandardCharsets | java.security.KeyStore | java.security.PrivateKey | java.security.Provider | java.security.Security | java.security.Signature | sun.security.pkcs11.SunPKCS11 | sun.security.pkcs11.wrapper.CK_MECHANISM | sun.security.pkcs11.wrapper.PKCS11Constants.CKM_RSA_PKCS,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,109.5,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesCadpSigningService.java,pqc,backend,backend,0.95,high,0,16,8,ThalesCadpSigningService | com.ingrian.security.nae.IngrianProvider | com.ingrian.security.nae.NAEKey | com.ingrian.security.nae.NAEPrivateKey | com.ingrian.security.nae.NAESession | java.security.Security | java.security.Signature | org.springframework.stereotype.Service,CODE_SIGNING | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,87.0,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesCrdpDirectRestService.java,pqc,backend,backend,0.95,high,0,5,8,/v2/protect | /v2/protectbulk | /v2/reveal | /v2/revealbulk | java.net.URI | java.net.http.HttpClient | java.net.http.HttpRequest | java.net.http.HttpResponse,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,28.5,Dependency enrichment found 4 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesCtvlTokenizationService.java,pqc,backend,backend,0.95,high,0,6,6,/vts/rest/v2.0/detokenize | /vts/rest/v2.0/tokenize | java.net.URI | java.net.http.HttpClient | java.net.http.HttpRequest | java.net.http.HttpResponse,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,33.0,Dependency enrichment found 2 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesGcpProtectRevealBatchProcessor.java,pqc,backend,backend,0.95,high,0,11,5,com.thales.crdp.wrapper.ThalesCADPProtectRevealHelper | com.thales.crdp.wrapper.ThalesProtectRevealHelper | com.thales.crdp.wrapper.ThalesRestProtectRevealHelper | java.util.List | java.util.Properties,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,55.5,Dependency enrichment found 3 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesGcpProtectServerOpenAI.java,pqc,backend,backend,0.7,high,0,33,12,/protectInput | /protectInputAndCallLLM | /revealInput | ThalesGcpProtectServerOpenAI | com.centralmanagement.CentralManagementProvider | com.centralmanagement.CipherTextData | com.centralmanagement.RegisterClientParameters | com.centralmanagement.policy.CryptoManager | com.google.gson.Gson | spark.Request | spark.Response | spark.Spark,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_application_signing,,,high,158.0,Dependency enrichment found 8 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesGcpVertexaiPromptExample.java,pqc,backend,backend,0.95,high,0,6,7,com.google.cloud.vertexai.VertexAI | com.google.cloud.vertexai.api.GenerateContentResponse | com.google.cloud.vertexai.generativeai.GenerativeModel | com.google.cloud.vertexai.generativeai.ResponseHandler | com.thales.crdp.wrapper.ThalesCADPProtectRevealHelper | com.thales.crdp.wrapper.ThalesProtectRevealHelper | java.io.IOException,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,33.0,Dependency enrichment found 2 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesKmipAesGcmService.java,pqc,backend,backend,0.8,high,0,26,8,com.ingrian.security.nae.NAEClientCertificate | com.ingrian.security.nae.kmip.KMIPCipher | com.ingrian.security.nae.kmip.KMIPCryptoResult | com.ingrian.security.nae.kmip.KMIPData | com.ingrian.security.nae.kmip.KMIPGCMKeyInformation | com.ingrian.security.nae.kmip.KMIPGCMSpec | com.ingrian.security.nae.kmip.KMIPIvSpec | com.ingrian.security.nae.kmip.KMIPSession,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,126.5,Dependency enrichment found 8 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\TokenSigningService.java,pqc,backend,backend,0.95,high,0,25,12,io.jsonwebtoken.Jwts | io.jsonwebtoken.SignatureAlgorithm | java.io.FileInputStream | java.security.KeyStore | java.security.PrivateKey | java.security.Signature | java.security.cert.X509Certificate | java.security.interfaces.RSAPrivateKey | java.security.interfaces.RSAPublicKey | java.time.Instant | java.util.Date | org.springframework.stereotype.Service,CERTIFICATE_USAGE | JWT_OR_TOKEN_SIGNING,True,review_pqc_application_signing,,,high,157.0,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\TruststoreTlsVerifier.java,pqc,backend,backend,0.8,high,0,20,5,java.io.FileInputStream | java.security.KeyStore | javax.net.ssl.SSLContext | javax.net.ssl.TrustManagerFactory | org.springframework.stereotype.Component,CERTIFICATE_USAGE,True,review_pqc_protocol_stack,,,high,108.0,Dependency enrichment found 3 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\VoltageSecureDataService.java,pqc,backend,backend,0.95,high,0,28,4,VoltageSecureDataService | com.outerbay.foundation.components.datamasking.DataMasking.mask | com.outerbay.foundation.components.datamasking.DataMasking.unmask | java.util.Properties,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,141.5,Dependency enrichment found 3 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\VormetricPkcs11Client.java,pqc,backend,backend,0.7,high,0,15,5,VormetricPkcs11Client | com.vormetric.pkcs11.sample.Helper | com.vormetric.pkcs11.sample.Vpkcs11Session | sun.security.pkcs11.wrapper.CK_MECHANISM | sun.security.pkcs11.wrapper.PKCS11Constants.CKM_SHA256_HMAC,CODE_SIGNING | KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,75.5,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\XmssFirmwareSigningProfile.java,pqc,backend,backend,0.7,high,0,2,1,java.security.Signature,,True,review_pqc_dependency_and_kms,,,high,13.0,
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\thales\crdp\wrapper\ThalesCADPProtectRevealHelper.java,pqc,backend,backend,0.7,high,0,29,5,ThalesCADPProtectRevealHelper | com.centralmanagement.CentralManagementProvider | com.centralmanagement.CipherTextData | com.centralmanagement.RegisterClientParameters | com.centralmanagement.policy.CryptoManager,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_protocol_stack,,,high,139.5,Dependency enrichment found 5 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\thales\crdp\wrapper\ThalesProtectRevealHelper.java,pqc,backend,backend,0.7,high,0,4,1,ThalesProtectRevealHelper,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,24.0,Dependency enrichment found 1 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\thales\crdp\wrapper\ThalesRestProtectRevealHelper.java,pqc,backend,backend,0.7,high,0,7,9,ThalesRestProtectRevealHelper | com.google.gson.Gson | com.google.gson.JsonObject | java.io.IOException | okhttp3.MediaType | okhttp3.OkHttpClient | okhttp3.Request | okhttp3.RequestBody | okhttp3.Response,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,37.5,Dependency enrichment found 1 crypto-relevant dependency or source-marker references.
E:\codex\work\migration\sample_code\backend\vector-search\node\customerVectorIndexer.js,pqc,frontend,frontend,0.8,low,0,1,0,,,False,reference_only_frontend,,,low,1.0,PQC findings in this front-end file look reference-oriented; prioritize related backend or infrastructure owners first.
E:\codex\work\migration\sample_code\backend\vector-search\python\member_embeddings.py,pqc,backend,backend,0.7,medium,0,1,1,requests,,True,review_pqc_dependency_and_kms,,,medium,8.5,
E:\codex\work\migration\sample_code\frontend\react\src\components\BrowserPqcEnvelopePanel.tsx,pqc,frontend,frontend,0.9,low,0,3,1,react,,False,reference_only_frontend,,,low,1.0,PQC findings in this front-end file look reference-oriented; prioritize related backend or infrastructure owners first.
E:\codex\work\migration\sample_code\frontend\react\src\components\CertificateStatusPanel.tsx,pqc,frontend,frontend,0.82,low,0,7,1,react,,False,reference_only_frontend,,,low,1.0,PQC findings in this front-end file look reference-oriented; prioritize related backend or infrastructure owners first.
E:\codex\work\migration\sample_code\infra\k8s\customer-api-mtls.yaml,pqc,backend,infrastructure_config,0.6,high,0,10,0,,,True,review_pqc_protocol_stack,,,high,59.0,PQC findings include TLS or certificate configuration that may require coordinated PKI and deployment planning.
E:\codex\work\migration\sample_code\infra\oracle\oracle_wallet_notes.conf,pqc,data_access,infrastructure_config,0.7,high,0,3,0,,,True,review_pqc_dependency_and_kms,,,high,19.5,PQC findings include TLS or certificate configuration that may require coordinated PKI and deployment planning.
E:\codex\work\migration\sample_code\ops\call_thales_ctvl_tokenize.sh,pqc,unknown,batch_integration,0.2,high,0,6,2,/vts/rest/v2.0/detokenize | /vts/rest/v2.0/tokenize,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,33.0,"This script looks like an operational caller of a crypto-related service endpoint; validate whether it is a runbook example, test harness, or active integration path. | Dependency enrichment found 2 crypto-relevant dependency or source-marker references."
E:\codex\work\migration\sample_code\ops\call_thales_wrapper_endpoint.ps1,pqc,unknown,batch_integration,0.2,high,0,4,2,/protectInput | /revealInput,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,24.0,"This script looks like an operational caller of a crypto-related service endpoint; validate whether it is a runbook example, test harness, or active integration path. | Dependency enrichment found 2 crypto-relevant dependency or source-marker references."
E:\codex\work\migration\sample_code\ops\call_thales_wrapper_endpoint.sh,pqc,unknown,batch_integration,0.2,high,0,4,2,/protectInput | /protectInputAndCallLLM,KMS_OR_HSM_ASYMMETRIC,True,review_pqc_dependency_and_kms,,,high,24.0,"This script looks like an operational caller of a crypto-related service endpoint; validate whether it is a runbook example, test harness, or active integration path. | Dependency enrichment found 2 crypto-relevant dependency or source-marker references."
E:\codex\work\migration\sample_code\README.md,pqc,backend_with_data_access,docs,0.95,high,0,123,0,,,False,reference_only_or_low_priority,,,high,12.0,
