path,finding_domains,context,overall_change_likelihood,likely_change_target,recommended_change_action,pii_likely_change_target,pii_recommended_change_action,pqc_likely_change_target,pqc_recommended_change_action,dependency_reference_count,dependency_packages,dependency_categories,jdbc_candidate_count,code_change_candidate_count,complexity_rating,complexity_score,pqc_complexity_rating,pqc_complexity_score,pqc_vulnerable_algorithms
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\AwsS3KmsEncryptionClient.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,6,com.amazonaws.services.kms.AWSKMS | com.amazonaws.services.kms.AWSKMSClientBuilder | com.amazonaws.services.kms.model.CreateKeyResult | com.amazonaws.services.s3.AmazonS3Encryption | com.amazonaws.services.s3.AmazonS3EncryptionClientBuilder | com.amazonaws.services.s3.model.KMSEncryptionMaterialsProvider,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,85.0,Certificate dependency | KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\AwsSecretsManagerTlsMaterialLoader.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,4,AwsSecretsManagerTlsMaterialLoader | com.amazonaws.services.secretsmanager.AWSSecretsManager | com.amazonaws.services.secretsmanager.AWSSecretsManagerClientBuilder | com.amazonaws.services.secretsmanager.model.GetSecretValueRequest,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,70.0,Certificate dependency | KMS/HSM | KMS/HSM dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\AzureKeyVaultCryptoClient.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,8,AzureKeyVaultCryptoClient | com.microsoft.azure.keyvault.KeyVaultClient | com.microsoft.azure.keyvault.KeyVaultClientService | com.microsoft.azure.keyvault.KeyVaultConfiguration | com.microsoft.azure.keyvault.authentication.KeyVaultCredentials | com.microsoft.azure.keyvault.models.KeyOperationResult | com.microsoft.azure.keyvault.webkey.JsonWebKeyEncryptionAlgorithm | com.microsoft.windowsazure.Configuration,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,112.5,Certificate dependency | KMS/HSM | KMS/HSM dependency | RSA
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\BouncyCastleKeystoreService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,8,BouncyCastleKeystoreService | java.io.FileInputStream | java.security.KeyStore | java.security.Security | java.security.cert.CertificateFactory | java.security.cert.X509Certificate | org.bouncycastle.jce.provider.BouncyCastleProvider | org.springframework.stereotype.Service,CERTIFICATE_USAGE | CODE_SIGNING,0,0,,,high,97.0,Certificate dependency | Code-signing dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\CadpCipherTrustMigrationShowcase.java,pqc,backend,high,True,review_pqc_application_signing,False,,True,review_pqc_application_signing,24,/v1/protect | /v1/reveal | CadpCipherTrustMigrationShowcase | com.centralmanagement.CentralManagementProvider | com.centralmanagement.CipherTextData | com.centralmanagement.RegisterClientParameters | com.centralmanagement.policy.CryptoManager | com.ingrian.security.nae.NAEKey | com.ingrian.security.nae.NAESession | java.io.FileInputStream | java.security.KeyStore | java.security.Security | java.security.cert.CertificateFactory | java.security.cert.X509Certificate | javax.crypto.Cipher | javax.crypto.spec.IvParameterSpec | org.bouncycastle.cms.CMSAlgorithm | org.bouncycastle.cms.CMSEnvelopedDataGenerator | org.bouncycastle.cms.CMSProcessableByteArray | org.bouncycastle.cms.CMSTypedData | org.bouncycastle.cms.jcajce.JceCMSContentEncryptorBuilder | org.bouncycastle.cms.jcajce.JceKeyTransRecipientInfoGenerator | org.bouncycastle.jce.provider.BouncyCastleProvider | org.bouncycastle.operator.OutputEncryptor,CERTIFICATE_USAGE | CODE_SIGNING | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,311.5,Certificate dependency | Code-signing dependency | JWT asymmetric signing | KMS/HSM | KMS/HSM dependency | TLS/mTLS | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\CipherTrustManagerHelper.java,pqc,backend,high,True,review_pqc_application_signing,False,,True,review_pqc_application_signing,17,/api/v1/crypto/decrypt | /api/v1/crypto/encrypt | /api/v1/crypto/mac | /api/v1/crypto/macv | /api/v1/crypto/sign | /api/v1/crypto/signv | /api/v1/vault/keys2/ | CipherTrustManagerHelper | com.jayway.jsonpath.JsonPath | java.io.FileInputStream | java.io.IOException | java.security.KeyStore | java.util.Base64 | javax.net.ssl.SSLContext | javax.net.ssl.TrustManager | javax.net.ssl.TrustManagerFactory | javax.net.ssl.X509TrustManager,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,211.5,Certificate dependency | JWT asymmetric signing | KMS/HSM | KMS/HSM dependency | TLS/mTLS | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\CipherTrustRestProtectionService.java,pqc,backend,high,True,review_pqc_protocol_stack,False,,True,review_pqc_protocol_stack,3,CipherTrustRestProtectionService | com.thales.cm.rest.cmhelper.CipherTrustManagerHelper | org.springframework.stereotype.Service,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,185.0,KMS/HSM | KMS/HSM dependency | RSA | TLS/mTLS
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\GcpCloudHsmKeyTemplateService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,7,GcpCloudHsmKeyTemplateService | com.google.cloud.kms.v1.CreateCryptoKeyRequest | com.google.cloud.kms.v1.CryptoKey | com.google.cloud.kms.v1.CryptoKeyVersionTemplate | com.google.cloud.kms.v1.KeyManagementServiceClient | com.google.cloud.kms.v1.KeyRingName | com.google.cloud.kms.v1.ProtectionLevel,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,82.5,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\GcpCloudKmsEnvelopeService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,7,com.google.cloud.kms.v1.CryptoKeyName | com.google.cloud.kms.v1.DecryptRequest | com.google.cloud.kms.v1.DecryptResponse | com.google.cloud.kms.v1.EncryptRequest | com.google.cloud.kms.v1.EncryptResponse | com.google.cloud.kms.v1.KeyManagementServiceClient | com.google.protobuf.ByteString,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,80.5,KMS/HSM | KMS/HSM dependency | RSA
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaHqcKemFallbackService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,4,com.safenetinc.luna.provider.LunaProvider | java.security.KeyPairGenerator | java.security.Security | javax.crypto.KeyAgreement,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,26.5,Certificate dependency | KMS/HSM dependency | PQC-capable primitive
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaJsseClientFactory.java,pqc,backend,high,True,review_pqc_protocol_stack,False,,True,review_pqc_protocol_stack,8,com.safenetinc.luna.provider.LunaProvider | java.io.ByteArrayInputStream | java.nio.charset.StandardCharsets | java.security.KeyStore | java.security.Security | javax.net.ssl.KeyManagerFactory | javax.net.ssl.SSLContext | javax.net.ssl.TrustManagerFactory,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,109.5,Certificate dependency | KMS/HSM dependency | TLS/mTLS | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaKeystoreService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,6,LunaKeystoreService | com.safenetinc.luna.provider.LunaProvider | java.io.ByteArrayInputStream | java.nio.charset.StandardCharsets | java.security.KeyStore | java.security.Security,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,67.5,Certificate dependency | KMS/HSM dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaPqcKemSessionFactory.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,4,com.safenetinc.luna.provider.LunaProvider | java.security.KeyPairGenerator | java.security.Security | javax.crypto.KeyAgreement,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,33.0,Certificate dependency | KMS/HSM | KMS/HSM dependency | PQC-capable primitive
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaPqcSignatureService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,4,com.safenetinc.luna.provider.LunaProvider | java.security.KeyPairGenerator | java.security.Security | java.security.Signature,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,31.0,Certificate dependency | KMS/HSM dependency | PQC-capable primitive
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaPqcTlsContextFactory.java,pqc,backend,high,True,review_pqc_protocol_stack,False,,True,review_pqc_protocol_stack,9,com.safenetinc.luna.provider.LunaProvider | java.io.ByteArrayInputStream | java.nio.charset.StandardCharsets | java.security.KeyStore | java.security.Security | javax.net.ssl.KeyManagerFactory | javax.net.ssl.SSLContext | javax.net.ssl.SSLParameters | javax.net.ssl.TrustManagerFactory,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,121.0,Certificate dependency | KMS/HSM dependency | PQC-capable primitive | TLS/mTLS | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\LunaSlotLoginManager.java,pqc,backend,medium,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,1,com.safenetinc.luna.LunaSlotManager,KMS_OR_HSM_ASYMMETRIC,0,0,,,medium,8.5,KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleGoldenGateCipherTrustKeyProvider.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,5,OracleGoldenGateCipherTrustKeyProvider | com.ingrian.security.nae.IngrianProvider | com.ingrian.security.nae.NAEKey | com.ingrian.security.nae.NAESession | java.security.Security,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,60.0,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleOciCertificatesAuthorityService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,6,com.oracle.bmc.certificatesmanagement.CertificatesManagementClient | com.oracle.bmc.certificatesmanagement.model.CreateCertificateAuthorityDetails | com.oracle.bmc.certificatesmanagement.model.CreateCertificateDetails | com.oracle.bmc.certificatesmanagement.requests.CreateCertificateAuthorityRequest | com.oracle.bmc.certificatesmanagement.requests.CreateCertificateRequest | com.oracle.bmc.certificatesmanagement.requests.GetCertificateAuthorityRequest,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,158.0,Certificate dependency | KMS/HSM | KMS/HSM dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleOciCertificatesBundleClient.java,pqc,backend,high,True,review_pqc_certificate_lifecycle,False,,True,review_pqc_certificate_lifecycle,3,com.oracle.bmc.certificates.CertificatesClient | com.oracle.bmc.certificates.requests.GetCaBundleRequest | com.oracle.bmc.certificates.requests.GetCertificateAuthorityBundleRequest,CERTIFICATE_USAGE,0,0,,,high,56.0,Certificate dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleOciVaultKmsClient.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,7,OracleOciVaultKmsClient | com.oracle.bmc.keymanagement.KmsCryptoClient | com.oracle.bmc.keymanagement.KmsManagementClient | com.oracle.bmc.keymanagement.model.KeyShape | com.oracle.bmc.keymanagement.requests.DecryptRequest | com.oracle.bmc.keymanagement.requests.EncryptRequest | com.oracle.bmc.vault.VaultsClient,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,67.0,Certificate dependency | KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleOciVaultSecretClient.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,5,OracleOciVaultSecretClient | com.oracle.bmc.vault.VaultsClient | com.oracle.bmc.vault.model.CreateSecretDetails | com.oracle.bmc.vault.requests.CreateSecretRequest | com.oracle.bmc.vault.requests.GetSecretRequest,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,99.5,Certificate dependency | KMS/HSM | KMS/HSM dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\OracleWalletSecretStoreLoader.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,3,OracleWalletSecretStoreLoader | oracle.security.pki.OracleSecretStore | oracle.security.pki.OracleWallet,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,81.5,Certificate dependency | KMS/HSM | KMS/HSM dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\PqcWatchlistLabService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,0,,,0,0,,,high,17.5,PQC-capable primitive
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ProtegrityApplicationProtectorService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,1,ProtegrityApplicationProtectorService,CODE_SIGNING | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,53.0,Code-signing dependency | KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesCadpPkcs11Signer.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,11,ThalesCadpPkcs11Signer | java.io.ByteArrayInputStream | java.nio.charset.StandardCharsets | java.security.KeyStore | java.security.PrivateKey | java.security.Provider | java.security.Security | java.security.Signature | sun.security.pkcs11.SunPKCS11 | sun.security.pkcs11.wrapper.CK_MECHANISM | sun.security.pkcs11.wrapper.PKCS11Constants.CKM_RSA_PKCS,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,109.5,Certificate dependency | KMS/HSM | KMS/HSM dependency | RSA | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesCadpSigningService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,8,ThalesCadpSigningService | com.ingrian.security.nae.IngrianProvider | com.ingrian.security.nae.NAEKey | com.ingrian.security.nae.NAEPrivateKey | com.ingrian.security.nae.NAESession | java.security.Security | java.security.Signature | org.springframework.stereotype.Service,CODE_SIGNING | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,87.0,Code-signing dependency | KMS/HSM | KMS/HSM dependency | RSA
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesCrdpDirectRestService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,8,/v2/protect | /v2/protectbulk | /v2/reveal | /v2/revealbulk | java.net.URI | java.net.http.HttpClient | java.net.http.HttpRequest | java.net.http.HttpResponse,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,28.5,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesCtvlTokenizationService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,6,/vts/rest/v2.0/detokenize | /vts/rest/v2.0/tokenize | java.net.URI | java.net.http.HttpClient | java.net.http.HttpRequest | java.net.http.HttpResponse,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,33.0,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesGcpProtectRevealBatchProcessor.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,5,com.thales.crdp.wrapper.ThalesCADPProtectRevealHelper | com.thales.crdp.wrapper.ThalesProtectRevealHelper | com.thales.crdp.wrapper.ThalesRestProtectRevealHelper | java.util.List | java.util.Properties,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,55.5,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesGcpProtectServerOpenAI.java,pqc,backend,high,True,review_pqc_application_signing,False,,True,review_pqc_application_signing,12,/protectInput | /protectInputAndCallLLM | /revealInput | ThalesGcpProtectServerOpenAI | com.centralmanagement.CentralManagementProvider | com.centralmanagement.CipherTextData | com.centralmanagement.RegisterClientParameters | com.centralmanagement.policy.CryptoManager | com.google.gson.Gson | spark.Request | spark.Response | spark.Spark,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,158.0,JWT asymmetric signing | KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesGcpVertexaiPromptExample.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,7,com.google.cloud.vertexai.VertexAI | com.google.cloud.vertexai.api.GenerateContentResponse | com.google.cloud.vertexai.generativeai.GenerativeModel | com.google.cloud.vertexai.generativeai.ResponseHandler | com.thales.crdp.wrapper.ThalesCADPProtectRevealHelper | com.thales.crdp.wrapper.ThalesProtectRevealHelper | java.io.IOException,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,33.0,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\ThalesKmipAesGcmService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,8,com.ingrian.security.nae.NAEClientCertificate | com.ingrian.security.nae.kmip.KMIPCipher | com.ingrian.security.nae.kmip.KMIPCryptoResult | com.ingrian.security.nae.kmip.KMIPData | com.ingrian.security.nae.kmip.KMIPGCMKeyInformation | com.ingrian.security.nae.kmip.KMIPGCMSpec | com.ingrian.security.nae.kmip.KMIPIvSpec | com.ingrian.security.nae.kmip.KMIPSession,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,126.5,KMS/HSM | KMS/HSM dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\TokenSigningService.java,pqc,backend,high,True,review_pqc_application_signing,False,,True,review_pqc_application_signing,12,io.jsonwebtoken.Jwts | io.jsonwebtoken.SignatureAlgorithm | java.io.FileInputStream | java.security.KeyStore | java.security.PrivateKey | java.security.Signature | java.security.cert.X509Certificate | java.security.interfaces.RSAPrivateKey | java.security.interfaces.RSAPublicKey | java.time.Instant | java.util.Date | org.springframework.stereotype.Service,CERTIFICATE_USAGE | JWT_OR_TOKEN_SIGNING,0,0,,,high,157.0,Certificate dependency | JWT asymmetric signing | JWT dependency | RSA | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\TruststoreTlsVerifier.java,pqc,backend,high,True,review_pqc_protocol_stack,False,,True,review_pqc_protocol_stack,5,java.io.FileInputStream | java.security.KeyStore | javax.net.ssl.SSLContext | javax.net.ssl.TrustManagerFactory | org.springframework.stereotype.Component,CERTIFICATE_USAGE,0,0,,,high,108.0,Certificate dependency | TLS/mTLS | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\VoltageSecureDataService.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,4,VoltageSecureDataService | com.outerbay.foundation.components.datamasking.DataMasking.mask | com.outerbay.foundation.components.datamasking.DataMasking.unmask | java.util.Properties,CERTIFICATE_USAGE | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,141.5,Certificate dependency | KMS/HSM | KMS/HSM dependency | X.509/Keystore
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\VormetricPkcs11Client.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,5,VormetricPkcs11Client | com.vormetric.pkcs11.sample.Helper | com.vormetric.pkcs11.sample.Vpkcs11Session | sun.security.pkcs11.wrapper.CK_MECHANISM | sun.security.pkcs11.wrapper.PKCS11Constants.CKM_SHA256_HMAC,CODE_SIGNING | KMS_OR_HSM_ASYMMETRIC,0,0,,,high,75.5,Code-signing dependency | KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\example\security\XmssFirmwareSigningProfile.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,1,java.security.Signature,,0,0,,,high,13.0,PQC-capable primitive
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\thales\crdp\wrapper\ThalesCADPProtectRevealHelper.java,pqc,backend,high,True,review_pqc_protocol_stack,False,,True,review_pqc_protocol_stack,5,ThalesCADPProtectRevealHelper | com.centralmanagement.CentralManagementProvider | com.centralmanagement.CipherTextData | com.centralmanagement.RegisterClientParameters | com.centralmanagement.policy.CryptoManager,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,139.5,KMS/HSM | KMS/HSM dependency | TLS/mTLS
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\thales\crdp\wrapper\ThalesProtectRevealHelper.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,1,ThalesProtectRevealHelper,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,24.0,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\spring-boot\src\main\java\com\thales\crdp\wrapper\ThalesRestProtectRevealHelper.java,pqc,backend,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,9,ThalesRestProtectRevealHelper | com.google.gson.Gson | com.google.gson.JsonObject | java.io.IOException | okhttp3.MediaType | okhttp3.OkHttpClient | okhttp3.Request | okhttp3.RequestBody | okhttp3.Response,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,37.5,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\backend\vector-search\python\member_embeddings.py,pqc,backend,medium,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,1,requests,,0,0,,,medium,8.5,KMS/HSM
E:\codex\work\migration\sample_code\infra\k8s\customer-api-mtls.yaml,pqc,infrastructure_config,high,True,review_pqc_protocol_stack,False,,True,review_pqc_protocol_stack,0,,,0,0,,,high,59.0,RSA | TLS/mTLS | X.509/Keystore
E:\codex\work\migration\sample_code\infra\oracle\oracle_wallet_notes.conf,pqc,infrastructure_config,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,0,,,0,0,,,high,19.5,KMS/HSM | X.509/Keystore
E:\codex\work\migration\sample_code\ops\call_thales_ctvl_tokenize.sh,pqc,batch_integration,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,2,/vts/rest/v2.0/detokenize | /vts/rest/v2.0/tokenize,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,33.0,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\ops\call_thales_wrapper_endpoint.ps1,pqc,batch_integration,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,2,/protectInput | /revealInput,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,24.0,KMS/HSM | KMS/HSM dependency
E:\codex\work\migration\sample_code\ops\call_thales_wrapper_endpoint.sh,pqc,batch_integration,high,True,review_pqc_dependency_and_kms,False,,True,review_pqc_dependency_and_kms,2,/protectInput | /protectInputAndCallLLM,KMS_OR_HSM_ASYMMETRIC,0,0,,,high,24.0,KMS/HSM | KMS/HSM dependency
